"","X.CODIGO_ENTIDAD.NOMBRE.TIPO_GESTION.ESTADO_LICENCIAMIENTO.PERIODO_LICENCIAMIENTO.CODIGO_FILIAL.NOMBRE_FILIAL.DEPARTAMENTO_FILIAL.PROVINCIA_FILIAL.CODIGO_LOCAL.DEPARTAMENTO_LOCAL.PROVINCIA_LOCAL.DISTRITO_LOCAL.LATITUD_UBICACION.LONGITUD_UBICACION.TIPO_AUTORIZACION_LOCAL.DENOMINACION_PROGRAMA.TIPO_NIVEL_ACADEMICO.NIVEL_ACADEMICO.CODIGO_CLASE_PROGRAMA_N2.NOMBRE_CLASE_PROGRAMA_N2.TIPO_AUTORIZACION_PROGRAMA.TIPO_AUTORIZACION_PROGRAMA_LOCAL"
"5246","5246,072,UNIVERSIDAD SENOR DE SIPAN,PRIVADO,LICENCIA OTORGADA,6,S,USS-LAMBAYEQUE,LAMBAYEQUE,CHICLAYO,SL02,LAMBAYEQUE,CHICLAYO,CHICLAYO,-6.7720491,-79.8368835,AUTORIZADO POR LIC.,MAESTRIA EN CIENCIAS DE LA EDUCACION CON MENCION EN ASESORAMIENTO FAMILIAR,POSGRADO,MAESTRIA,19,OTROS PROGRAMAS EN EDUCACION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5247","5247,069,UNIVERSIDAD CATOLICA SANTO TORIBIO DE MOGROVEJO,PRIVADO,LICENCIA OTORGADA,6,S,UCSTM-LAMBAYEQUE,LAMBAYEQUE,CHICLAYO,SL01,LAMBAYEQUE,CHICLAYO,CHICLAYO,-6.760456,-79.863203,AUTORIZADO POR LIC.,ENFERMERIA,PREGRADO,CARRERA PROFESIONAL,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5248","5248,003,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO,PUBLICO,LICENCIA OTORGADA,8,S,UNSAAC-CUSCO,CUSCO,CUSCO,SL01,CUSCO,CUSCO,CUSCO,-13.52193,-71.9583208,AUTORIZADO POR LIC.,MAESTRIA EN ECONOMIA MENCION GESTION PUBLICA Y DESARROLLO REGIONAL,POSGRADO,MAESTRIA,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5249","5249,015,UNIVERSIDAD CATOLICA DE SANTA MARIA,PRIVADO,LICENCIA OTORGADA,6,S,UCSM-AREQUIPA,AREQUIPA,AREQUIPA,SL02,AREQUIPA,AREQUIPA,AREQUIPA,-16.4048982,-71.5498378,AUTORIZADO POR LIC.,MAESTRIA EN SALUD PUBLICA,POSGRADO,MAESTRIA,2,SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5250","5250,007,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,PUBLICO,LICENCIA OTORGADA,8,S,UNALM-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LA MOLINA,-12.0817493,-76.9431895,AUTORIZADO POR LIC.,ECONOMIA AGRICOLA,POSGRADO,MAESTRIA,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5251","5251,015,UNIVERSIDAD CATOLICA DE SANTA MARIA,PRIVADO,LICENCIA OTORGADA,6,S,UCSM-AREQUIPA,AREQUIPA,AREQUIPA,SL02,AREQUIPA,AREQUIPA,AREQUIPA,-16.4048982,-71.5498378,AUTORIZADO POR LIC.,MAESTRIA EN ENFERMERIA,POSGRADO,MAESTRIA,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5252","5252,019,UNIVERSIDAD DE SAN MARTIN DE PORRES,PRIVADO,LICENCIA OTORGADA,6,S,USMP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SANTA ANITA,-12.045948,-76.9681914,AUTORIZADO POR LIC.,PATOLOGIA CLINICA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5253","5253,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL04,LIMA,LIMA,MIRAFLORES,-12.13402606,-77.02627908,AUTORIZADO POR LIC.,UROLOGIA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5254","5254,068,UNIVERSIDAD CIENTIFICA DEL SUR,PRIVADO,LICENCIA OTORGADA,6,S,UCS-LIMA,LIMA,LIMA,SL04,LIMA,LIMA,MIRAFLORES,-12.1194134,-77.0261271,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD INTERNACIONAL EN IMPLANTOLOGIA ORAL,POSGRADO,SEGUNDA ESPECIALIDAD,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5255","5255,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PRIVADO,LICENCIA OTORGADA,10,S,PUCP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MIGUEL,-12.0693438,-77.080122,AUTORIZADO POR LIC.,DERECHO CIVIL,POSGRADO,MAESTRIA,42,DERECHO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5256","5256,006,UNIVERSIDAD NACIONAL DE INGENIERIA,PUBLICO,LICENCIA OTORGADA,10,S,UNI-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,RIMAC,-12.0220074,-77.0493646,AUTORIZADO POR LIC.,DOCTORADO EN CIENCIAS E INGENIERIA AMBIENTALES CON MENCION EN SEGURIDAD INDUSTRIAL Y SALUD EN EL TRABAJO,POSGRADO,DOCTORADO,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5257","5257,004,UNIVERSIDAD NACIONAL DE TRUJILLO,PUBLICO,LICENCIA OTORGADA,8,S,UNT-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL01,LA LIBERTAD,TRUJILLO,TRUJILLO,-8.1142716,-79.0383735,AUTORIZADO POR LIC.,DOCTORADO EN ADMINISTRACION,POSGRADO,DOCTORADO,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5258","5258,055,UNIVERSIDAD PRIVADA DEL NORTE,PRIVADO,LICENCIA OTORGADA,6,F02,UPN-LIMA,LIMA,LIMA,F02L03,LIMA,LIMA,LOS OLIVOS,-11.9659256,-77.0682846,AUTORIZADO POR LIC.,INGENIERIA AMBIENTAL,PREGRADO,CARRERA PROFESIONAL,52,MEDIO AMBIENTE,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5259","5259,016,UNIVERSIDAD NACIONAL DE CAJAMARCA,PUBLICO,LICENCIA OTORGADA,6,F02,UNC-CAJAMARCA,CAJAMARCA,CAJABAMBA,F02L01,CAJAMARCA,CAJABAMBA,CAJABAMBA,-7.6209569,-78.0452217,AUTORIZADO POR LIC.,INGENIERIA EN INDUSTRIAS ALIMENTARIAS,PREGRADO,CARRERA PROFESIONAL,72,INDUSTRIA Y PRODUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5260","5260,095,UNIVERSIDAD NACIONAL DE MOQUEGUA,PUBLICO,LICENCIA OTORGADA,6,F01,UNM-MOQUEGUA,MOQUEGUA,ILO,F01L01,MOQUEGUA,ILO,PACOCHA,-17.6142801,-71.3369739,AUTORIZADO POR LIC.,INGENIERIA DE SISTEMAS E INFORMATICA,PREGRADO,CARRERA PROFESIONAL,61,INFORMATICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5261","5261,003,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO,PUBLICO,LICENCIA OTORGADA,8,S,UNSAAC-CUSCO,CUSCO,CUSCO,SL01,CUSCO,CUSCO,CUSCO,-13.52193,-71.9583208,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD PROFESIONAL EN ENFERMERIA DE LA ESPECIALIDAD DE: ENFERMERIA EN CRECIMIENTO, DESARROLLO DEL NINO Y ADOLESCENTE Y ESTIMULACION TEMPRANA,POSGRADO,SEGUNDA ESPECIALIDAD,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5262","5262,065,UNIVERSIDAD TECNOLOGICA DEL PERU,PRIVADO,LICENCIA OTORGADA,6,S,UTP-LIMA,LIMA,LIMA,SL06,LIMA,LIMA,LOS OLIVOS,-11.95300714,-77.07018351,AUTORIZADO POR LIC.,ADMINISTRACION DE NEGOCIOS,PREGRADO,CARRERA PROFESIONAL,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5263","5263,035,UNIVERSIDAD NACIONAL DE UCAYALI,PUBLICO,LICENCIA OTORGADA,6,S,UNU-UCAYALI,UCAYALI,CORONEL PORTILLO,SL01,UCAYALI,CORONEL PORTILLO,CALLERIA,-8.3948987,-74.5776093,AUTORIZADO POR LIC.,ENFERMERIA,PREGRADO,CARRERA PROFESIONAL,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5264","5264,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,PUBLICO,LICENCIA OTORGADA,8,S,UNAP-LORETO,LORETO,MAYNAS,SL04,LORETO,MAYNAS,SAN JUAN BAUTISTA,-3.7753954,-73.2897258,AUTORIZADO POR LIC.,MAESTRIA EN DERECHO CON MENCION EN CIENCIAS PENALES,POSGRADO,MAESTRIA,72,INDUSTRIA Y PRODUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5265","5265,039,UNIVERSIDAD ANDINA DEL CUSCO,PRIVADO,LICENCIA OTORGADA,6,F03,UAC-MADRE DE DIOS,MADRE DE DIOS,TAMBOPATA,F03L01,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,-12.5937088,-69.1810662,AUTORIZADO POR LIC.,DERECHO,PREGRADO,CARRERA PROFESIONAL,42,DERECHO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5266","5266,067A,UNIVERSIDAD CONTINENTAL,PRIVADO,LICENCIA OTORGADA,6,S,UCONTINENTAL-JUNIN,JUNIN,HUANCAYO,SL01,JUNIN,HUANCAYO,HUANCAYO,-12.0474789,-75.1990181,AUTORIZADO POR LIC.,ADMINISTRACION Y NEGOCIOS INTERNACIONALES,PREGRADO,CARRERA PROFESIONAL,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5267","5267,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MARTIN DE PORRES,-12.0239471,-77.0564991,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN MEDICINA DE ANIMALES DE COMPANIA,POSGRADO,SEGUNDA ESPECIALIDAD,84,VETERINARIA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5268","5268,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL04,LIMA,LIMA,MIRAFLORES,-12.13402606,-77.02627908,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN NEUMOLOGIA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5269","5269,047,UNIVERSIDAD DE HUANUCO,PRIVADO,LICENCIA OTORGADA,6,F01,UH-HUANUCO,HUANUCO,LEONCIO PRADO,F01L02,HUANUCO,LEONCIO PRADO,RUPA-RUPA,-9.2954883,-75.999027,AUTORIZADO POR LIC.,ENFERMERIA,PREGRADO,CARRERA PROFESIONAL,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5270","5270,019,UNIVERSIDAD DE SAN MARTIN DE PORRES,PRIVADO,LICENCIA OTORGADA,6,S,USMP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SANTA ANITA,-12.045948,-76.9681914,AUTORIZADO POR LIC.,ECONOMIA (VIRTUAL: SEMIPRESENCIAL),PREGRADO,CARRERA PROFESIONAL,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5271","5271,013,UNIVERSIDAD NACIONAL DE PIURA,PUBLICO,LICENCIA OTORGADA,6,S,UNP-PIURA,PIURA,PIURA,SL01,PIURA,PIURA,CASTILLA,-5.179311,-80.6188325,AUTORIZADO POR LIC.,DOCTORADO EN CIENCIAS MATEMATICAS,POSGRADO,DOCTORADO,54,MATEMATICAS Y ESTADISTICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5272","5272,013,UNIVERSIDAD NACIONAL DE PIURA,PUBLICO,LICENCIA OTORGADA,6,S,UNP-PIURA,PIURA,PIURA,SL01,PIURA,PIURA,CASTILLA,-5.179311,-80.6188325,AUTORIZADO POR LIC.,MAESTRIA EN SALUD OCUPACIONAL,POSGRADO,MAESTRIA,2,SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5273","5273,023,UNIVERSIDAD NACIONAL HERMILIO VALDIZAN DE HUANUCO,PUBLICO,LICENCIA OTORGADA,6,S,UNHV-HUANUCO,HUANUCO,HUANUCO,SL01,HUANUCO,HUANUCO,PILLCO MARCA,-9.9496157,-76.2501276,AUTORIZADO POR LIC.,MAESTRIA EN TRIBUTACION Y POLITICA FISCAL,POSGRADO,MAESTRIA,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5274","5274,038,UNIVERSIDAD PERUANA UNION,PRIVADO,LICENCIA OTORGADA,6,S,UPeU-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LURIGANCHO,-11.989087,-76.839662,AUTORIZADO POR LIC.,DOCTORADO EN ENFERMERIA,POSGRADO,DOCTORADO,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5275","5275,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PRIVADO,LICENCIA OTORGADA,10,S,PUCP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MIGUEL,-12.0693438,-77.080122,AUTORIZADO POR LIC.,ANTROPOLOGIA CON MENCION EN ESTUDIOS ANDINOS,POSGRADO,DOCTORADO,22,HUMANIDADES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5276","5276,121,UNIVERSIDAD NACIONAL DE BARRANCA,PUBLICO,LICENCIA OTORGADA,6,S,UNB-LIMA,LIMA,BARRANCA,SL01,LIMA,BARRANCA,BARRANCA,-10.7543002,-77.7582572,AUTORIZADO POR LIC.,INGENIERIA AGRONOMA,PREGRADO,CARRERA PROFESIONAL,81,AGRICULTURA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5277","5277,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,LA MOLINA,-12.0695303,-76.9685595,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN SALUD PUBLICA ESTOMATOLOGICA,POSGRADO,SEGUNDA ESPECIALIDAD,2,SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5278","5278,025,UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZMAN Y VALLE,PUBLICO,LICENCIA OTORGADA,6,S,UNEEGV-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LURIGANCHO,-11.9475748,-76.7011822,AUTORIZADO POR LIC.,EDUCACION CON ESPECIALIDAD DE LENGUA ESPANOLA,PREGRADO,CARRERA PROFESIONAL,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5279","5279,046,UNIVERSIDAD PRIVADA ANTENOR ORREGO,PRIVADO,LICENCIA OTORGADA,6,S,UPAO-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL01,LA LIBERTAD,TRUJILLO,TRUJILLO,-8.1270487,-79.0314756,AUTORIZADO POR LIC.,CIRUGIA GENERAL,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5280","5280,038,UNIVERSIDAD PERUANA UNION,PRIVADO,LICENCIA OTORGADA,6,S,UPeU-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LURIGANCHO,-11.989087,-76.839662,AUTORIZADO POR LIC.,INGENIERIA DE INDUSTRIAS ALIMENTARIAS,PREGRADO,CARRERA PROFESIONAL,72,INDUSTRIA Y PRODUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5281","5281,052A,UNIVERSIDAD CESAR VALLEJO,PRIVADO,LICENCIA OTORGADA,6,S,UPCV-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL01,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,-8.1293904,-79.0433213,AUTORIZADO POR LIC.,INGENIERIA MECANICA ELECTRICA,PREGRADO,CARRERA PROFESIONAL,71,INGENIERIA Y PROFESIONES AFINES,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5282","5282,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,PUBLICO,LICENCIA OTORGADA,8,S,UNAP-LORETO,LORETO,MAYNAS,SL04,LORETO,MAYNAS,SAN JUAN BAUTISTA,-3.7753954,-73.2897258,AUTORIZADO POR LIC.,MAESTRIAS EN CIENCIAS E INGENIERIA CON MENCION EN SALUD OCUPACIONAL,POSGRADO,MAESTRIA,2,SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5283","5283,032,UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN,PUBLICO,LICENCIA OTORGADA,6,S,UNJBG-TACNA,TACNA,TACNA,SL02,TACNA,TACNA,TACNA,-17.9906868,-70.2425425,AUTORIZADO POR LIC.,MAESTRIA EN COMPUTACION E INFORMATICA,POSGRADO,MAESTRIA,61,INFORMATICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5284","5284,076,UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS,PUBLICO,LICENCIA OTORGADA,6,S,UNTRMA-AMAZONAS,AMAZONAS,CHACHAPOYAS,SL01,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,-6.2335409,-77.8531651,AUTORIZADO POR LIC.,INGENIERIA FORESTAL,PREGRADO,CARRERA PROFESIONAL,82,SILVICULTURA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5285","5285,010,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU,PUBLICO,LICENCIA OTORGADA,6,F03,UNCP-JUNIN,JUNIN,SATIPO,F03L01,JUNIN,SATIPO,RIO NEGRO,-11.21401817,-74.65583323,AUTORIZADO POR LIC.,AGRONOMIA TROPICAL,PREGRADO,CARRERA PROFESIONAL,81,AGRICULTURA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5286","5286,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MARTIN DE PORRES,-12.0239471,-77.0564991,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN FISIOTERAPIA EN PEDIATRIA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5287","5287,052A,UNIVERSIDAD CESAR VALLEJO,PRIVADO,LICENCIA OTORGADA,6,F09,UPCV-CALLAO,CALLAO,PROV. CONST. DEL CALLAO,F09L01,CALLAO,PROV. CONST. DEL CALLAO,CALLAO,-12.050378,-77.1234613,AUTORIZADO POR LIC.,NEGOCIOS INTERNACIONALES,PREGRADO,CARRERA PROFESIONAL,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5288","5288,030,UNIVERSIDAD RICARDO PALMA,PRIVADO,LICENCIA OTORGADA,6,S01,URP-LIMA,LIMA,LIMA,S01L01,LIMA,LIMA,SANTIAGO DE SURCO,-12.1318458,-76.9796463,AUTORIZADO POR LIC.,ARQUITECTURA,PREGRADO,CARRERA PROFESIONAL,73,ARQUITECTURA Y CONSTRUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5289","5289,065,UNIVERSIDAD TECNOLOGICA DEL PERU,PRIVADO,LICENCIA OTORGADA,6,S,UTP-LIMA,LIMA,LIMA,SL02,LIMA,LIMA,LIMA,-12.06576795,-77.03693393,AUTORIZADO POR LIC.,DISENO DIGITAL PUBLICITARIO,PREGRADO,CARRERA PROFESIONAL,21,ARTE,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5290","5290,014,UNIVERSIDAD PERUANA CAYETANO HEREDIA,PRIVADO,LICENCIA OTORGADA,10,S,UPCH-LIMA,LIMA,LIMA,SL03,LIMA,LIMA,SAN ISIDRO,-12.091066,-77.052041,AUTORIZADO POR LIC.,PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN GINECOLOGIA ONCOLOGICA,POSGRADO,SEGUNDA ESPECIALIDAD,91,SALUD,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5291","5291,011,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,PUBLICO,LICENCIA OTORGADA,8,S,UNAP-LORETO,LORETO,MAYNAS,SL07,LORETO,MAYNAS,IQUITOS,-3.753895968,-73.2524311,AUTORIZADO POR LIC.,EDUCACION SECUNDARIA CON ESPECIALIDAD EN MATEMATICA E INFORMATICA,PREGRADO,CARRERA PROFESIONAL,12,EDUCACION SECUNDARIA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5292","5292,030,UNIVERSIDAD RICARDO PALMA,PRIVADO,LICENCIA OTORGADA,6,S01,URP-LIMA,LIMA,LIMA,S01L01,LIMA,LIMA,SANTIAGO DE SURCO,-12.1318458,-76.9796463,AUTORIZADO POR LIC.,MAESTRIA EN TRADUCCION,POSGRADO,MAESTRIA,23,IDIOMAS,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5293","5293,054,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS,PRIVADO,LICENCIA OTORGADA,6,S,UPC-LIMA,LIMA,LIMA,SL10,LIMA,LIMA,CHORRILLOS,-12.1964766,-77.0055369,AUTORIZADO POR LIC.,INGENIERIA DE SISTEMAS,PREGRADO,CARRERA PROFESIONAL,61,INFORMATICA,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5294","5294,001,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,PUBLICO,LICENCIA OTORGADA,10,S,UNMSM-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,LIMA,-12.0560257,-77.0844226,AUTORIZADO POR LIC.,COMERCIO INTERNACIONAL Y ADUANAS,POSGRADO,MAESTRIA,41,ADMINISTRACION Y COMERCIO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5295","5295,016,UNIVERSIDAD NACIONAL DE CAJAMARCA,PUBLICO,LICENCIA OTORGADA,6,S01,UNC-CAJAMARCA,CAJAMARCA,CAJAMARCA,S01L01,CAJAMARCA,CAJAMARCA,CAJAMARCA,-7.167159,-78.4965043,AUTORIZADO POR LIC.,COMPLEMENTACION ACADEMICA Y PROFESIONAL (PROCAP),PREGRADO,CARRERA PROFESIONAL,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5296","5296,064A,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA,PRIVADO,LICENCIA OTORGADA,6,F02,UPSJB-ICA,ICA,CHINCHA,F02L01,ICA,CHINCHA,CHINCHA ALTA,-13.4208296,-76.1340976,AUTORIZADO POR LIC.,DERECHO,PREGRADO,CARRERA PROFESIONAL,42,DERECHO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5297","5297,065,UNIVERSIDAD TECNOLOGICA DEL PERU,PRIVADO,LICENCIA OTORGADA,6,F01,UTP-AREQUIPA,AREQUIPA,AREQUIPA,F01L02,AREQUIPA,AREQUIPA,AREQUIPA,-16.4075431,-71.5423196,AUTORIZADO POR LIC.,INGENIERIA INDUSTRIAL,PREGRADO,CARRERA PROFESIONAL,72,INDUSTRIA Y PRODUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5298","5298,052A,UNIVERSIDAD CESAR VALLEJO,PRIVADO,LICENCIA OTORGADA,6,S,UPCV-LA LIBERTAD,LA LIBERTAD,TRUJILLO,SL01,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,-8.1293904,-79.0433213,AUTORIZADO POR LIC.,SEGUNDA ESPECIALIDAD EN PSICOLOGIA FORENSE,POSGRADO,SEGUNDA ESPECIALIDAD,31,CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5299","5299,034,UNIVERSIDAD NACIONAL DE SAN MARTIN,PUBLICO,LICENCIA OTORGADA,6,S,UNSM-SAN MARTIN,SAN MARTIN,SAN MARTIN,SL02,SAN MARTIN,SAN MARTIN,MORALES,-6.484769492,-76.37760713,AUTORIZADO POR LIC.,DOCTORADO EN GESTION UNIVERSITARIA,POSGRADO,DOCTORADO,19,OTROS PROGRAMAS EN EDUCACION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5300","5300,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PRIVADO,LICENCIA OTORGADA,10,S,PUCP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MIGUEL,-12.0693438,-77.080122,AUTORIZADO POR LIC.,INGENIERIA CIVIL CON MENCION EN GESTION DE RIESGOS NATURALES,POSGRADO,MAESTRIA,73,ARQUITECTURA Y CONSTRUCCION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5301","5301,030,UNIVERSIDAD RICARDO PALMA,PRIVADO,LICENCIA OTORGADA,6,S01,URP-LIMA,LIMA,LIMA,S01L01,LIMA,LIMA,SANTIAGO DE SURCO,-12.1318458,-76.9796463,AUTORIZADO POR LIC.,SUB ESPECIALIDAD: NEUROCIRUGIA PEDIATRICA,POSGRADO,SEGUNDA ESPECIALIDAD,0,NINGUNO,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5302","5302,005,UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA,PUBLICO,LICENCIA OTORGADA,10,S,UNSA-AREQUIPA,AREQUIPA,AREQUIPA,SL01,AREQUIPA,AREQUIPA,AREQUIPA,-16.4027681,-71.5255001,AUTORIZADO POR LIC.,MAESTRIA EN ARTES,POSGRADO,MAESTRIA,21,ARTE,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
"5303","5303,008,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,PRIVADO,LICENCIA OTORGADA,10,S,PUCP-LIMA,LIMA,LIMA,SL01,LIMA,LIMA,SAN MIGUEL,-12.0693438,-77.080122,AUTORIZADO POR LIC.,ENSENANZA DE LAS MATEMATICAS,POSGRADO,MAESTRIA,19,OTROS PROGRAMAS EN EDUCACION,RECONOCIDO POR LIC.,RECONOCIDO POR LIC."
